核警单编号	,报警原因	,处警结果	,事件编号	,用户级别	,口令	,用户编号	,单位负责人	,负责人手机	,用户名称	,用户地址	,事件类型	,事件描述	,报警时间	,报警位置	,接警时间	,接警员	,备注
2018073109552973677274820940	,111用户试机	,	,2018073109431200010000880517	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:12	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553268882586745499	,111用户试机	,	,2018073109441800010000880522	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:18	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553265427847277163	,111用户试机	,	,2018073109442800010000880539	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:28	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553287953963705244	,111用户试机	,	,2018073109442300010000880580	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:23	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553384045064709184	,111用户试机	,	,2018073109443900010000880597	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:39	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553414010832668569	,111用户试机	,	,2018073109444000010000880538	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:40	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553430226284482492	,111用户试机	,	,2018073109444300010000880522	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:43	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553699035858066160	,111用户试机	,	,2018073109445500010000880548	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:55	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553645216347159140	,111用户试机	,	,2018073109445300010000880518	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:53	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553661846329718740	,111用户试机	,	,2018073109450000010000880538	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:00	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553770011448967645	,111用户试机	,	,2018073109452200010000880528	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:22	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553946155469741172	,111用户试机	,	,2018073109430100010000880590	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:01	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109553942297139208460	,111用户试机	,	,2018073109431200010000880548	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:12	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554060385086675588	,111用户试机	,	,2018073109431000010000880592	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:10	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554014094057056675	,111用户试机	,	,2018073109431400010000880558	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:14	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554112247653068353	,111用户试机	,	,2018073109441800010000880556	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:18	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554315887611498848	,111用户试机	,	,2018073109444900010000880578	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:49	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554495115015793458	,111用户试机	,	,2018073109445000010000880590	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:50	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554464843149624934	,111用户试机	,	,2018073109445500010000880558	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:55	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554865897205481864	,111用户试机	,	,2018073109425700010000880557	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:57	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554855579602073154	,111用户试机	,	,2018073109425800010000880528	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:58	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554817102205554760	,111用户试机	,	,2018073109430300010000880532	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:03	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554931398204033409	,111用户试机	,	,2018073109431600010000880576	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:16	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109554990977208480305	,111用户试机	,	,2018073109441800010000880567	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:18	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555228440749565414	,111用户试机	,	,2018073109444800010000880512	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:48	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555243536105956357	,111用户试机	,	,2018073109445000010000880531	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:50	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555378173729404169	,111用户试机	,	,2018073109450300010000880538	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:03	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555351076878577953	,111用户试机	,	,2018073109450200010000880564	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:02	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555473733471792643	,111用户试机	,	,2018073109450000010000880553	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:00	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555476565575321841	,111用户试机	,	,2018073109451300010000880569	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:13	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555585092848514372	,111用户试机	,	,2018073109425300010000880544	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:53	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109555698356736666221	,111用户试机	,	,2018073109430200010000880559	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:02	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560027181183129166	,111用户试机	,	,2018073109442400010000880588	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:24	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560091212225359306	,111用户试机	,	,2018073109443600010000880549	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:36	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560153035245828687	,111用户试机	,	,2018073109444000010000880554	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:40	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560258044835788315	,111用户试机	,	,2018073109445900010000880568	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:59	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560498631433394248	,111用户试机	,	,2018073109425300010000880538	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:53	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560617875508338364	,111用户试机	,	,2018073109431800010000880519	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:18	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560689263925003339	,111用户试机	,	,2018073109431800010000880522	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:18	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560620487149982283	,111用户试机	,	,2018073109431900010000880585	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:19	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560642036506771490	,111用户试机	,	,2018073109441200010000880570	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:12	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560760839249883814	,111用户试机	,	,2018073109443800010000880554	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:38	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560748473144457329	,111用户试机	,	,2018073109443800010000880581	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:38	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560777487747293006	,111用户试机	,	,2018073109442400010000880543	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:24	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560744107402145398	,111用户试机	,	,2018073109443600010000880564	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:36	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560815320017655315	,111用户试机	,	,2018073109443400010000880598	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:34	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560847914974975084	,111用户试机	,	,2018073109443700010000880517	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:37	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109560988413122587714	,111用户试机	,	,2018073109444300010000880561	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:43	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561016903024761124	,111用户试机	,	,2018073109445300010000880553	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:53	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561057669825038117	,111用户试机	,	,2018073109445100010000880593	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:51	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561112009429608403	,111用户试机	,	,2018073109445000010000880566	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:50	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561266205573640033	,111用户试机	,	,2018073109430100010000880593	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:01	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561318677097741122	,111用户试机	,	,2018073109431600010000880519	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:16	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561359533013079359	,111用户试机	,	,2018073109430600010000880597	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:06	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561447094819370347	,111用户试机	,	,2018073109442800010000880578	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:28	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561638144734040815	,111用户试机	,	,2018073109442400010000880573	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:24	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561890257602976087	,111用户试机	,	,2018073109444500010000880546	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:45	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561869424813177787	,111用户试机	,	,2018073109445400010000880566	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:54	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561954975899699410	,111用户试机	,	,2018073109451400010000880540	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:14	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109561998999622365366	,111用户试机	,	,2018073109451400010000880590	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:14	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562078071593737177	,111用户试机	,	,2018073109451500010000880551	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:15	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562079840359667558	,111用户试机	,	,2018073109451600010000880589	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:16	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562097626693110017	,111用户试机	,	,2018073109452100010000880589	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:21	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562389980084560726	,111用户试机	,	,2018073109432200010000880596	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:22	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562387622498469886	,111用户试机	,	,2018073109442100010000880556	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:21	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562375995928648589	,111用户试机	,	,2018073109441700010000880511	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:17	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562475886874046216	,111用户试机	,	,2018073109444100010000880596	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:41	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562561001396983485	,111用户试机	,	,2018073109444700010000880550	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:47	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562797336632340459	,111用户试机	,	,2018073109451000010000880544	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:10	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562854024529685185	,111用户试机	,	,2018073109451800010000880599	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:18	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562934267439484123	,111用户试机	,	,2018073109425600010000880518	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:56	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109562966936114091015	,111用户试机	,	,2018073109425900010000880515	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:59	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563180147089973940	,111用户试机	,	,2018073109441700010000880576	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:17	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563178244155463165	,111用户试机	,	,2018073109441900010000880588	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:19	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563141193748751482	,111用户试机	,	,2018073109444100010000880538	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:41	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563210448653508176	,111用户试机	,	,2018073109444600010000880532	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:46	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563249438219260587	,111用户试机	,	,2018073109444500010000880545	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:45	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563236392425457155	,111用户试机	,	,2018073109444200010000880596	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:42	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563333800396888296	,111用户试机	,	,2018073109445500010000880578	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:55	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563429557256495154	,111用户试机	,	,2018073109444800010000880575	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:48	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563528132891907295	,111用户试机	,	,2018073109451400010000880513	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:14	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563636799827519658	,111用户试机	,	,2018073109450200010000880530	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:02	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563735772056853875	,111用户试机	,	,2018073109425700010000880554	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:57	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563817153803343696	,111用户试机	,	,2018073109430600010000880542	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:06	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563828196725852184	,111用户试机	,	,2018073109430800010000880575	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:08	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563917482858723979	,111用户试机	,	,2018073109431300010000880595	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:13	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109563971884119201217	,111用户试机	,	,2018073109441300010000880543	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:13	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564050623091262494	,111用户试机	,	,2018073109442000010000880584	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:20	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564130505187685792	,111用户试机	,	,2018073109443800010000880584	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:38	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564277339089236027	,111用户试机	,	,2018073109443800010000880598	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:38	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564259842988940783	,111用户试机	,	,2018073109443000010000880530	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:30	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564271065387349848	,111用户试机	,	,2018073109443000010000880514	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:30	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564292327698192964	,111用户试机	,	,2018073109443100010000880532	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:31	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564355195613204362	,111用户试机	,	,2018073109444900010000880533	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:49	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564421668111541220	,111用户试机	,	,2018073109451200010000880575	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:12	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109564419110009564878	,111用户试机	,	,2018073109451600010000880546	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:16	,0001	,2018-07-31 09:55:05	,thlhd01	,	
2018073109535555720901514134	,111用户试机	,	,2018073109425700010000880578	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:57	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109535626051583164216	,111用户试机	,	,2018073109431500010000880585	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:15	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109535784480723664827	,111用户试机	,	,2018073109432300010000880527	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:23	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109535714517784629971	,111用户试机	,	,2018073109432100010000880525	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:21	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109535846509109505850	,111用户试机	,	,2018073109442200010000880599	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:22	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109535811291262130080	,111用户试机	,	,2018073109441600010000880523	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:16	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540045619508544432	,111用户试机	,	,2018073109450500010000880525	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:05	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540287227021838355	,111用户试机	,	,2018073109451400010000880594	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:14	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540224540128301060	,111用户试机	,	,2018073109425600010000880585	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:56	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540234578994717980	,111用户试机	,	,2018073109425400010000880550	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:42:54	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540385251842273174	,111用户试机	,	,2018073109430500010000880556	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:05	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540414756673387240	,111用户试机	,	,2018073109431800010000880552	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:18	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540629127526653150	,111用户试机	,	,2018073109441800010000880522	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:18	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540659480884551114	,111用户试机	,	,2018073109442800010000880539	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:28	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540755364184885982	,111用户试机	,	,2018073109442700010000880589	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:27	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540711560998999186	,111用户试机	,	,2018073109443700010000880592	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:37	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109540923363638749677	,111用户试机	,	,2018073109444300010000880522	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:43	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109541011854004971740	,111用户试机	,	,2018073109450000010000880541	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:00	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109541153763611448824	,111用户试机	,	,2018073109450600010000880520	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:06	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109541283376037011476	,111用户试机	,	,2018073109431600010000880576	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:16	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109541564984781740695	,111用户试机	,	,2018073109442400010000880570	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:24	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109541536752273700712	,111用户试机	,	,2018073109443600010000880525	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:36	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109541628484471783135	,111用户试机	,	,2018073109444200010000880559	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:44:42	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109542039898703213885	,111用户试机	,	,2018073109451600010000880583	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:45:16	,0001	,2018-07-31 09:53:52	,thlhd01	,	
2018073109542127440665839064	,111用户试机	,	,2018073109430200010000880583	,买断	,	,10000800B	,	,	,TT-10000800A:农行	,	,警报	,人工报警	,2018-07-31 09:43:02	,0001	,2018-07-31 09:53:52	,thlhd01	,	
